Person,Responsibility,imdbID
Tchidi Chikere,screenplay,tt1197541
O. Henry,story,tt1603401
Linda Chiu-han Lai,scenario,tt1379105
Stephen R. Neufeld,screenplay,tt1338587
Stephen Imwalle,adaptation,tt1202237
Cormac McCarthy,novel,tt1202237
Lucio Battistrada,story,tt0068566
Luigi Mordini,story,tt0068566
Lucio Battistrada,screenplay,tt0068566
Alberto De Martino,screenplay,tt0068566
Gregory Blair,screenplay,tt5786782
Richard Weiner,story,tt0295310
Kak Lee,story,tt1686632
M.R. James,story,tt0499593
Connery Chappell,script,tt1732701
Haraldur Bjarni Óskarsson,story,tt5069104
Jennia Fredrique,story,tt4152072
Kristin Hornburg,screenplay,tt0327940
Valerie Hiatt,screenplay,tt0327940
Aaron Christopher,screenplay,tt0327940
Ryûta Miyake,screenplay,tt0468774
Hirokatsu Kihara,book,tt0468774
Ichirô Nakayama,book,tt0468774
Aditya J. Patwardhan,screenplay,tt3318712
Hiren Pandya Rahi,screenplay,tt3318712
Ralph Staub,screenplay,tt0292682
Michael Chinnici,story,tt3375042
Paden Burger,story,tt5607584
Jeff Gadigan,story,tt5607584
Douglas Heyes,story,tt0048358
Douglas Heyes,screenplay,tt0048358
Marc Marais,screenplay,tt0070198
John Brason,original story,tt0070198
Gianni Fontaine,dialogue,tt0045050
Federico Galli,dialogue,tt0045050
Jean-Marie Gourio,book,tt0429227
E. Temple Thurston,story,tt0187600
Aubry Peters,story,tt4922436
Dickon Bevan,idea,tt1869754
Daniele Jimmy Henderson,idea,tt1869754
William Beaudine,scenario,tt0327138
Dee McCullay,screenplay,tt6153940
Andrea Dean Van Scoyoc,story,tt6153940
Kevin Drew,based on an idea by,tt1571739
Bruce McDonald,based on an idea by,tt1571739
Don McKellar,based on an idea by,tt1571739
George V. Hobart,story,tt0010319
Adrian Johnson,scenario,tt0010319
Kôji Takada,screenplay,tt0996474
Steve Wright,screenplay,tt0113658
Kate Grenville,novel,tt0113658
Helen S. Bilkie,story,tt0049540
Josef Shaftel,screenplay,tt0049540
Trevor Preston,original screenplay,tt0067489
Erich Kröhnke,story,tt0067489
Arnaud d'Usseau,original screenplay,tt0033805
Richard Collins,original screenplay,tt0033805
Charles M. Schulz,created and written by,tt0071678
Wolf Mankowitz,screenplay,tt0061452
John Law,screenplay,tt0061452
Michael Sayers,screenplay,tt0061452
Ian Fleming,"suggested by the novel ""Casino Royale""",tt0061452
Andrej Iliev,story,tt4781992
Richard Harding Davis,story,tt0450742
Charles Dickens,"story ""A Christmas Carol""",tt1077093
E.T.A. Hoffmann,"story ""The Nutcracker and the Mouse King""",tt1077093
Gene Fowler,story,tt0027423
Mitch Brown,screenplay,tt0095363
Leila Kilani,screenplay,tt1922733
Amaka Isaac-Ene,screenplay,tt1813577
Basil Dickey,scenario,tt0347340
Basil Dickey,story,tt0347340
Clinton Cornwell,story,tt5009626
Charles Perrault,"story ""Cendrillon""",tt0222511
Genrikh Sapgir,verses,tt0222511
Annette Hess,screenplay,tt2186574
Vera von Schalburg,book,tt2186574
David Scarpa,screenplay,tt0970416
Talib Alkhudairy,story,tt2930154
Ewart Adamson,screenplay,tt0027501
Sinclair Gluck,novel,tt0027501
Nicholas Proffitt,novel,tt0093073
Ronald Bass,screenplay,tt0093073
Jose Jehuda Garcia,story,tt1378725
Daniel Hickey,story,tt1378725
Yun Shin,story,tt1378725
Juhani Koskinen,poem,tt2042506
Booth Tarkington,novel,tt0005377
Ingrid Roeske,script collaborator,tt1723648
Jonathon Stanton,script collaborator,tt1723648
Maryanne Zéhil,story,tt4840726
Julio Alejandro,adaptation,tt0238164
Arduino Maiuri,story,tt0238164
Salman Khan,idea,tt0099080
Vitaly Sumin,creator,tt0365744
Janet Nakano,storyline consultant,tt1329381
David E. Talbert,screenplay by,tt1171222
David E. Talbert,"based on the novel entitled ""Baggage Claim"" by",tt1171222
John Harrison,teleplay,tt0095732
Jason Croot,idea by,tt5419450
Leo Sullivan,novel,tt4850734
Michael Pelensky,story,tt3484104
Martha Hart,story,tt4129712
Byron Morgan,screenplay,tt0011851
Byron Morgan,story,tt0011851
Michael Maltese,story,tt0048292
Jason MacDonald,story,tt3836312
Jonathan D. Williams,screenplay,tt3836312
Rachel L. Carson,based on the life and writings of,tt1414803
Kaiulani Lee,play,tt1414803
Robert Hammon,story,tt0487196
Walter Mesada,story,tt0487196
Jose Ortega,story,tt0487196
Lara Stewart,story,tt0487196
Ian McLellan Hunter,story,tt0036365
Aileen Hamilton,story,tt0036365
Charles Lederer,screenplay,tt0036365
George Oppenheimer,screenplay,tt0036365
Maurice Richlin,characters,tt0108187
Blake Edwards,characters,tt0108187
Blake Edwards,story,tt0108187
Blake Edwards,screenplay,tt0108187
Madeline Sunshine,screenplay,tt0108187
Steven Sunshine,screenplay,tt0108187
Nadezhda Ptushkina,play,tt0261184
Nadezhda Ptushkina,screenplay,tt0261184
Alain Gagnol,screenplay,tt1673702
Jacques-Rémy Girerd,dialogue,tt1673702
Alain Gagnol,dialogue,tt1673702
F. Scott Frazier,screenplay by,tt1659338
Ted Beck,screenplay,tt1328909
Dorothy Howell,screenplay,tt0018277
Dorothy Howell,story,tt0018277
Carl Haensel,novel,tt0028620
Matthew Bauckman,creator,tt3545894
Justin J. Chambers,creator,tt3545894
Richard Field Carroll,screenplay,tt0009537
Richard Field Carroll,story,tt0009537
A.M. Williamson,novel,tt2807344
C.N. Williamson,novel,tt2807344
Gonzalo Suárez,story,tt0148613
Isadore Bernstein,story,tt0015875
William Lord Wright,story,tt0015875
Kenn Ellis,creator,tt4094564
Mark Schwab,story,tt4058326
Robert A. Williams,story,tt3135524
Asif Ali Beg,additional dialogue,tt7853242
Sumeet Vyas,dialogue,tt7853242
S.L.A. Marshall,book,tt0053183
James R. Webb,screenplay,tt0053183
William Peter Blatty,author,tt7155990
Rodrigo H. Vila,adaptation,tt7155990
Jeffrey Bell,created by,tt4595412
Paul Zbyszewski,created by,tt4595412
Bill Finger,screenplay,tt0059104
Renato Moretti,story,tt0059104
Ivan Reiner,story,tt0059104
Jess Iglehart,story,tt3149140
Xochitl Duran,story,tt2731314
Xochtitl Duran,story,tt2731314
Ayfer Ergun,screenplay,tt0386817
Vishal Mahadkar,story,tt3720634
Sanjay Masoom,dialogue,tt3720634
Laura Lackmann,screenplay,tt4321804
Sarah Kuttner,novel,tt4321804
Gian Franco Morini,concept,tt1796600
Gian Franco Morini,original idea,tt1796600
Zeke Anders,developed by,tt3717568
Ann Holdreith,poem,tt3717568
Wayo Benavides,story,tt3735432
Logan Harris,story,tt3735432
Eduardo A. Tobias,story,tt3735432
Marvin B. Panganiban,story,tt2243157
Ramesh Barik,story,tt5856064
Mukesh Kapur,story,tt5856064
Saroj Kapur,story,tt5856064
Dilip Panda,screenplay,tt5856064
Rajani Ranjan,dialogue,tt5856064
Fred Nadeau,concept,tt2714406
Antonino Russo-Giusti,play,tt0150477
Sandro Continenza,story,tt0065123
Federico De Urrutia,story,tt0065123
Julio Buchs,story,tt0065123
Sandro Continenza,screenplay,tt0065123
Federico De Urrutia,screenplay,tt0065123
Julio Buchs,screenplay,tt0065123
Gary Mirabelle,story,tt3672442
Charles B. Griffith,original screenplay,tt0052818
Sujoy Ghosh,screenplay,tt0457940
Sujoy Ghosh,story,tt0457940
Suresh Nair,dialogue,tt0457940
Suresh Nair,story,tt0457940
Ritesh Shah,dialogue,tt0457940
Milap Zaveri,dialogue,tt0457940
Kôgo Noda,screenplay,tt0049784
Yasujirô Ozu,screenplay,tt0049784
Mark Laflamme,adaptation,tt1957852
Lauren Zito,screenplay,tt1957852
Ben Tobin,story,tt4019482
John Howard Lawson,screenplay,tt0035608
Guy Gilpatric,story,tt0035608
A.I. Bezzerides,additional dialogue,tt0035608
W.R. Burnett,additional dialogue,tt0035608
Bud Fisher,comic strip,tt0003191
Bud Fisher,screenplay,tt0003191
Rex Beach,story,tt0010169
Nick Dash,story,tt2559480
Anton Makarenko,book,tt0996675
Burt Arthur,novel,tt0050900
Norman Retchin,screenplay,tt0050900
David Silverstein,screenplay,tt0031035
Jo Pagano,screenplay,tt0031035
Harold Shumate,story,tt0031035
Helen Penjam,story,tt2310017
Nicolas Noxon,narration,tt0179168
Sofia Garza-Garba,story,tt5073396
Francis Lynde,adaptation,tt0404714
Francis Lynde,story,tt0404714
Bennett Cohen,scenario,tt0327000
Dick Rockwell,treatment,tt0207997
Daniel Taradash,screenplay,tt0041555
John Monks Jr.,screenplay,tt0041555
Willard Motley,"from the novel ""Knock On Any Door"" by",tt0041555
Milton Sperling,original screen play,tt0032556
Hilary Lynn,original screen play,tt0032556
Fredrik Myklebust,story,tt0473358
Roger Nybroen,scenario,tt0473358
Espen Aukan,screenplay,tt0473358
Kristian Moe,additional material,tt0473358
Don Davenport,script consultant,tt2651834
Jim Pappas,play,tt2651834
Thomas H. Ince,scenario,tt0437599
C. Gardner Sullivan,scenario,tt0437599
Ben Green,book,tt0106170
William Bayer,story,tt0106170
Gregory Goodell,story,tt0106170
Gregory Goodell,teleplay,tt0106170
Diallo Riddle,created by,tt3597362
Bashir Salahuddin,created by,tt3597362
Magnus Borka Kloster-Jensen,story,tt3634436
Leigh Whannell,based on characters created by,tt2226417
James Wan,story,tt2226417
Leigh Whannell,story,tt2226417
Leigh Whannell,screenplay,tt2226417
Jeremy Amos,developer,tt3215722
Dan Hampton,story,tt3215722
Craig M Rosenthal,screenplay,tt3215722
Junichi Watanabe,novel,tt0203616
Alex Raskin,screenplay,tt0844293
Tim White-Sobieski,created by,tt4658852
Jojo Lapus,story,tt0417774
Julien Green,novel,tt0055084
Julien Green,screenplay,tt0055084
Ronaldo P. San Juan,story,tt2255783
Marco Bellocchio,story,tt0061483
Elda Tattoli,screenplay,tt0061483
Marco Bellocchio,screenplay,tt0061483
Gerard Foster,segment,tt4719512
Sharon Miller,segment,tt4719512
Kevin McMahon,creator,tt1766055
Chun Pan,screenplay,tt1549155
Mór Jókai,novel,tt0030125
István Mihály,screenplay,tt0030125
Attila Orbók,screenplay,tt0030125
Bill Peet,story,tt0037500
Al Giebler,titles,tt0018419
Harry McCoy,story,tt0018419
Jimmy Starr,titles,tt0018419
John W. Dunn,story,tt0073546
Charles E. Ford,story,tt1321839
Blair Bourassa,story,tt2741042
Julia Leigh,screenplay,tt1588398
Helen Norris,short story,tt0094873
Catherine Ann Jones,teleplay,tt0094873
Aki Katsu,manga,tt1927041
Jayatheertha,screenplay,tt6409272
Jayatheertha,story,tt6409272
Arkadi Gajdar,"story ""Shkola""",tt0047481
F. Scott Fitzgerald,novel,tt0041428
Owen Davis,play,tt0041428
Sepehr Makan,story,tt1499435
Michael A. Hoey,screenplay,tt0060741
Murray Leinster,novel,tt0060741
Fanny Hatton,"story ""With the Tide""",tt0014498
Frederic Hatton,"story ""With the Tide""",tt0014498
Hsin Yi Chang,screenplay,tt0199936
Arthur Conan Doyle,short story,tt1661079
Anthony Cope,adaptation,tt1661079
Jacques Doniol-Valcroze,commentary,tt0335531
Larry McMurtry,screenplay,tt0067328
Peter Bogdanovich,screenplay,tt0067328
Larry McMurtry,novel,tt0067328
H.M. Walker,dialogue,tt0020179
Eui Jeong Hong,story,tt3262918
Edward Chodorov,screen play,tt0030990
Sidney Howard,from the play by,tt0030990
Paul De Kruif,in collaboration with,tt0030990
David Ranes,screenplay,tt4813416
Joshua Ruth,screenplay,tt4813416
Rodney Evans,writing supervisor,tt2166057
Eran Preis,writing supervisor,tt2166057
Louis Vittes,screenplay,tt0050723
Endre Bohem,screenplay,tt0050723
LI-da Hsu,story,tt4883236
Dezmond Gilla,story,tt2848220
Tom Stoppard,play,tt0095045
Tom Stoppard,screenplay,tt0095045
A.K. Waters,story by,tt6607306
James Redford,story,tt4076258
Shannon Fife,story,tt0014955
Frank Agrama,screenplay,tt1776319
Ryan Gray,screenplay,tt1776319
Sreescanda,screenplay,tt1776319
Zack Jerome,screenplay,tt1537938
Justin Krook,screenplay,tt1537938
Yao Quan Mai,screenplay,tt1883400
Ross Bigley,story,tt2194720
Cyn Dulay,story,tt2194720
Bai Ling,story,tt2194720
Robert L. Parson II,story,tt2194720
Glen Popple,story,tt2194720
Lasse Naukkarinen,screenplay,tt1673700
Geoffroy Koeberle,screenplay,tt1826814
Marty Lang,screenplay,tt1728983
Hal Reid,story,tt0012140
L.V. Jefferson,story,tt0006828
Van De Leon,story,tt5245050
Bert Dueñas Jr.,screenplay,tt5245050
Hampton Del Ruth,story,tt0492140
Jonathan Latimer,screen play,tt0031589
Louis Joseph Vance,based upon a story by,tt0031589
Ariane Schröder,screenplay,tt3273636
Christian Zübert,screenplay,tt3273636
John Foster,story,tt0148782
Thomas Puglisi,story,tt3344408
Mildred Goodall,story,tt0434644
Lawrence McCloskey,story,tt0434644
Charles Giblyn,story,tt0322821
Harry G. Stafford,scenario,tt0322821
George LePorte,screenplay,tt0236259
Lawrence L. Simeone,screenplay,tt0236259
Irmgard Pagan,story,tt1312222
Alan Moskowitz,script,tt1312222
O. Henry,story,tt0004174
Bennett Cohen,scenario,tt0331688
Matthew Lee,story,tt3149766
Chi-An Lin,story,tt3149766
Matheus Nachtergaele,story and screenplay,tt1136609
Bruce Manning,screen play,tt0030395
Felix Jackson,screen play,tt0030395
Marcella Burke,original story,tt0030395
Frederick Kohner,original story,tt0030395
Lewis Paton,story,tt0328649
H.M. Walker,dialogue,tt0021089
Eddie Lyons,scenario,tt0332607
Eddie Lyons,story,tt0332607
Lee Moran,scenario,tt0332607
Lee Moran,story,tt0332607
Helen Krieger,story,tt1627892
David Tapper,story,tt1495969
Dorothy Davenport,story,tt0023366
Betty Burbridge,adaptation,tt0023366
Willis Kent,adaptation,tt0023366
Karen Kingsbury,novel,tt0898304
Bill McAdams Jr.,screenplay,tt0898304
Grace McAdams,screenplay,tt0898304
Dick Grundman,story,tt1613087
Walter R. Booth,story,tt0212441
Joe Henderson,screenplay,tt4512430
Ebbie Williams,based on a short story by,tt4512430
Geoffrey Grigson,script,tt2433034
John Taylor,script,tt2433034
H. Jon Benjamin,consultant writer,tt0495718
Joe Kelly,consulting writer,tt0495718
Jonathan Kesselman,consulting writer,tt0495718
Sergio Bergonzelli,story,tt0094762
Peter Stone,screenplay,tt0058092
Frank Tarloff,screenplay,tt0058092
S.H. Barnett,story,tt0058092
Bruce Beresford,screenplay,tt0109514
Sam Shepard,from the stage play by,tt0109514
Mike Marvin,story,tt0097504
Darnell Fry,story,tt0097504
T.S. Cook,teleplay,tt0097504
Reid Kaplan,story,tt1640181
Daniel Molayem,story,tt1964809
Adam Nusinow,story,tt1964809
Alan Le May,screen play by,tt0036582
Alan Le May,adaptation,tt0036582
Harold M. Sherman,adaptation,tt0036582
Harry Chandlee,additional dialogue,tt0036582
Harold M. Sherman,play,tt0036582
Alfons Heck,book,tt0257751
Grey Garrett,story,tt1471259
Brian Murnion,story,tt3043002
Iiro Küttner,screenplay,tt1274729
Michelangelo Antonioni,story,tt0042355
Michelangelo Antonioni,screenplay,tt0042355
Daniele D'Anza,screenplay,tt0042355
Silvio Giovaninetti,screenplay,tt0042355
Francesco Maselli,screenplay,tt0042355
Piero Tellini,screenplay,tt0042355
Yanina Imanova,original story,tt2173001
Evgueni Mlodik,original story,tt2173001
Evgueni Mlodik,screenplay,tt2173001
Matthew Lotti,concept,tt1541939
Evgueni Mlodik,screenplay,tt1616147
Youn-jeong Jang,screenplay,tt0996418
Irwin Allen,story,tt0083538
Shimon Wincelberg,story,tt0083538
Harold Jack Bloom,story,tt0083538
Harold Jack Bloom,segment,tt0083538
Shimon Wincelberg,segment,tt0083538
Carey Wilber,segment,tt0083538
Bob Duncan,segment,tt0083538
Wanda Duncan,segment,tt0083538
Ernesto Gastaldi,screenplay,tt0071331
Ernesto Gastaldi,story,tt0071331
Sergio Martino,screenplay,tt0071331
Wyatt Banks,additional material,tt2290761
Ezra Edmond,story,tt2290761
Sean Manning,additional material,tt2290761
Tom Sito,additional material,tt2290761
Eric Stirpe,additional material,tt2290761
Lloyd Lonergan,story,tt0008715
Peter Rochon Nicholas,story,tt2402221
Martin Brest,screenplay by,tt0079219
Edward Cannon,story by,tt0079219
Charles M. Schulz,creator,tt0123322
John McCrae,poem,tt0123322
Rohinton Mistry,novel,tt0120848
Crystal Leung,story,tt2325919
Samantha Lo,story,tt2325919
Herbert Kretzmer,story,tt0065709
Milton Shulman,story,tt0065709
Hiroshi Sakamaki,teleplay,tt4981724
Norio Tsuruta,teleplay,tt4981724
Clodualdo Del Mundo Jr.,screenplay,tt0138317
Raquel Villavicencio,screenplay,tt0138317
Mike De Leon,screenplay,tt0138317
Johann Wolfgang Goethe,novel,tt0855990
Dinah Manoff,story,tt0104791
Les Alexander,story,tt0104791
Don Enright,story,tt0104791
Andrew Smith,story,tt0104791
Rob Gilmer,teleplay,tt0104791
Andrew Smith,teleplay,tt0104791
Francis Kruckvich,story,tt1882138
Terry Jones,screenplay,tt0118172
Kenneth Grahame,novel,tt0118172
Rev. W. Awdry,railway series,tt4327382
Britt Allcroft,creator,tt4327382
Sam Wilkinson,additional material,tt4327382
Ferd Sterneberg,translator,tt0339803
Lesley Storm,play,tt0339803
Stanley Ellin,novel,tt0119933
Andrew Laskos,teleplay,tt0119933
Charles Dickson,story,tt0009124
Julia Crawford Ivers,adaptation,tt0009124
Roland Oliver,story,tt0009124
Eiko Fujiwara,creator,tt1279098
Eiji Uemura,original idea,tt1279098
Dick Irving Hyland,screenplay,tt0039532
Dick Irving Hyland,story,tt0039532
Lee Wainer,story,tt0039532
Louis Quinn,additional dialogue,tt0039532
Joshua Coates,head writer,tt5655870
William Johnston,screenplay,tt0407269
Peter Bloore,screenplay,tt0407269
Peter Bloore,original story,tt0407269
Colleen Woodcock,additional written material by,tt0407269
Michael Barrie,sketch writer,tt1342959
Herbert Hartig,sketch writer,tt1342959
Thomas Meehan,sketch writer,tt1342959
Jim Mulholland,sketch writer,tt1342959
Luciano B. Carlos,screenplay,tt1144044
Adelaide Heilbron,adaptation,tt0018736
Jack Jarmuth,titles,tt0018736
George S. Kaufman,play,tt0018736
Gene Towne,titles,tt0018736
Bryan Michael Stoller,original screenplay,tt3762666
Nainan Shi,story,tt5161684
Ross Denyer,story,tt2357275
Jesse Thornburg,story,tt2357275
J.T. Casey,original screenplay,tt0063378
J.T. Casey,novel,tt0063378
Risto Jarva,screenplay,tt1645150
Jaakko Pakkasvirta,screenplay,tt1645150
Wedgwood Nowell,narration written by,tt0387383
Steven Ritch,screenplay,tt0050847
Steven Ritch,story,tt0050847
Jack Charney,story,tt0050847
Kir Bulychyov,screenplay,tt0211653
Louis Baxter,story,tt3029476
David Garrett,story,tt1777576
Harris Goldberg,story,tt1777576
Noël Coward,play,tt0027283
Warren Croyle,original concept,tt2239078
Joe Micallef,original concept,tt2239078
Philip Gardiner,story,tt2239078
Philip Gardiner,screenplay,tt2239078
Annavi,story,tt0445759
Nicholas Pileggi,book,tt0112641
Nicholas Pileggi,screenplay,tt0112641
Martin Scorsese,screenplay,tt0112641
Bhargavi C. Mandava,story,tt0436460
Leonard Moreton,story,tt0436460
William Tyler Smith,story,tt0436460
Heinrich Mann,novel,tt0818931
Justin Corsbie,story,tt1976013
Nicole Henrich,story,tt1976013
May Wilmoth,story,tt0012839
Olin Lyman,story,tt0012839
Lambert Hillyer,scenario,tt0012839
Leilani Barrett,story,tt4894126
Spencer Jay Kim,story,tt4894126
Rebecca Maddalo,story,tt3742692
J. Russell O'Leary,story,tt0245445
Joan Chemla,screenplay,tt5504810
Santiago Amigorena,screenplay,tt5504810
Guillermo Rosales,book,tt5504810
Jeff Levine,screenplay,tt1281111
Matthew Simmons,short story,tt1281111
Charlie Saxton,scenario,tt0017327
Charlie Saxton,story,tt0017327
Itsumichi Isomura,screenplay,tt0386475
Felipe Kirsten,screenplay,tt6050128
Monkey Punch,manga,tt2438634
Katsurô Hidaka,teleplay,tt2438634
Robert Fleet,English version,tt0951278
Jowita Gondek,original version,tt0951278
Milton Krims,screen play,tt0028958
Lloyd C. Douglas,from the novel by,tt0028958
R. Ajith,dialogue,tt7292380
R. Ajith,screenplay,tt7292380
R. Ajith,story,tt7292380
Jesse Kalavoda,story,tt1987667
Andrew Stirling MacDonald,story,tt1987667
Evan Masteller,story,tt1987667
Curt Riedy,story,tt1987667
Cyprien Vial,screenplay,tt3399042
Marie Amachoukeli-Barsacq,storyline consultant,tt3399042
Céline Sciamma,storyline consultant,tt3399042
Mauri Grashin,story,tt0033748
Guy Trosper,screenplay,tt0033748
Waymon Boone,story,tt1718149
Rob Rose,story,tt1718149
Rearden Conner,novel,tt0053272
Marian Spitzer,adaptation,tt0053272
Mary Hastings Bradley,novel,tt0053933
Fred M. Wilcox,screenplay,tt0053933
David Mickey Evans,screenplay,tt0844029
